"ID","Heard_of_brand","Purchased_last6mo","Satisfaction","Buying_likelihood","Recommend_likelihood","is_relaxing","is_wholesome","is_fun","is_exciting","is_premium_quality","is_memorable","is_treat","is_good_for_regular","is_interesting","taste_better_other_brands","has_many_flavors","is_enjoyable","has_best_value/price","is_organic","is_low_cal","is_great_for_family","is_great_for_guests","Gender","Age","Marital","Children_less_18","Household_size","Education","Employment","Ethnicity","Household_income","Residence_state","Satisfaction_cat","Buying_likelihood_cat","Recommend_likehood_cat","is_relaxing.1","is_wholesome.1","is_fun.1","is_exciting.1","is_premium_quality.1","is_memorable.1","is_treat.1","is_good_for_regular.1","is_interesting.1","taste_better_other_brands.1","has_many_flavors.1","is_enjoyable.1","has_best_value/price.1","is_organic.1","is_low_cal.1","is_great_for_family.1","is_great_for_guests.1"
10840403,"yes","no",NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,"Female","35-44","Divorced","Yes",3,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","under $50,000",16,NA,NA,NA,"Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Not Somewhat does describe","Somewhat does describe well","Somewhat does describe well"
10840404,"yes","no",NA,NA,NA,2,2,3,3,3,2,4,3,4,3,3,6,3,2,2,3,3,"Female","55-64","Married","No",2,"Some college or Associate's Degree","Employed full-time (30+ hrs)","High school or less","$75,000 just under $100,000",14,NA,NA,NA,"Does not describe","Does not describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Does not describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Does describe well","Not Somewhat does describe","Does not describe","Does not describe","Not Somewhat does describe","Not Somewhat does describe"
10840408,"yes","no",NA,NA,NA,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,"Male","65 or older","Married","No",1,"Some college or Associate's Degree","Retired","High school or less","under $50,000",13,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10840420,"yes","yes",6,6,6,5,5,5,4,4,4,3,5,5,4,5,5,4,4,4,5,5,"Female","35-44","Single, not living with domestic partner","No",1,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","Some college or Associate's Degree","under $50,000",28,"Satisfied","Likely to purchase again","Likely to recommend","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well"
10840423,"yes","no",NA,NA,NA,2,5,4,4,6,5,2,6,6,5,5,4,4,1,4,4,5,"Female","55-64","Married","No",2,"Some college or Associate's Degree","Retired","High school or less","Prefer not to say",10,NA,NA,NA,"Does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Does describe well","Somewhat does describe well","Does not describe","Does describe well","Does describe well","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Does not describe at all","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well"
10840425,"yes","no",NA,NA,NA,4,5,4,5,6,4,5,5,4,4,5,5,4,5,4,4,5,"Male","25-34","Single, not living with domestic partner","No",1,"Graduated College/Bachelor's Degree","Not Currently Employed","High school or less","under $50,000",23,NA,NA,NA,"Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well"
10840428,"yes","no",NA,NA,NA,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,"Male","35-44","Married","Yes",3,"Advanced Degree (Master's, PhD.D.)","Employed full-time (30+ hrs)","High school or less","under $50,000",31,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well"
10840429,"yes","yes",5,7,7,5,4,4,4,6,4,4,4,4,4,5,4,4,4,4,4,5,"Female","35-44","Married","No",2,"Some college or Associate's Degree","Homemaker","High school or less","under $50,000",2,"Somewhat Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well"
10840430,"yes","no",NA,NA,NA,3,3,5,1,3,2,3,5,3,2,6,5,5,3,3,6,4,"Male","25-34","Single, living with domestic partner","No",2,"Advanced Degree (Master's, PhD.D.)","Student","Graduated College/Bachelor's Degree","under $50,000",19,NA,NA,NA,"Not Somewhat does describe","Not Somewhat does describe","Somewhat does describe well","Does not describe at all","Not Somewhat does describe","Does not describe","Not Somewhat does describe","Somewhat does describe well","Not Somewhat does describe","Does not describe","Does describe well","Somewhat does describe well","Somewhat does describe well","Not Somewhat does describe","Not Somewhat does describe","Does describe well","Neither does nor does not describe"
10840443,"yes","yes",7,7,7,7,5,6,6,7,5,5,7,6,5,6,7,6,7,5,5,7,"Female","65 or older","Widowed","No",3,"Graduated College/Bachelor's Degree","Retired","High school or less","Prefer not to say",5,"Extremely Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Describes extremely well","Somewhat does describe well","Does describe well","Does describe well","Describes extremely well","Somewhat does describe well","Somewhat does describe well","Describes extremely well","Does describe well","Somewhat does describe well","Does describe well","Describes extremely well","Does describe well","Describes extremely well","Somewhat does describe well","Somewhat does describe well","Describes extremely well"
10840445,"yes","yes",7,6,7,3,4,3,2,4,4,1,5,3,5,5,5,4,2,1,6,7,"Male","65 or older","Divorced","No",1,"Advanced Degree (Master's, PhD.D.)","Retired","High school or less","under $50,000",6,"Extremely Satisfied","Likely to purchase again","Extremely Likely to recommend","Not Somewhat does describe","Neither does nor does not describe","Not Somewhat does describe","Does not describe","Neither does nor does not describe","Neither does nor does not describe","Does not describe at all","Somewhat does describe well","Not Somewhat does describe","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Does not describe","Does not describe at all","Does describe well","Describes extremely well"
10840446,"yes","no",NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Female","65 or older","Married","No",2,"Graduated College/Bachelor's Degree","Retired","High school or less","Prefer not to say",44,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10840449,"yes","no",NA,NA,NA,4,4,4,4,4,4,7,4,4,4,4,5,4,5,4,5,5,"Female","35-44","Prefer not to say","No",1,"High school or less","Not Currently Employed","High school or less","under $50,000",36,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Describes extremely well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well"
10840478,"yes","no",NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Male","55-64","Married","No",2,"Graduated College/Bachelor's Degree","Retired","High school or less","$100,000 just under $125,000",3,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10840481,"yes","yes",7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,3,7,7,"Female","65 or older","Married","No",2,"Advanced Degree (Master's, PhD.D.)","Retired","High school or less","$50,000 just under $75,000",5,"Extremely Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Neither does nor does not describe","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Describes extremely well","Not Somewhat does describe","Describes extremely well","Describes extremely well"
10840482,"yes","no",NA,NA,NA,2,2,1,2,2,3,4,5,5,2,5,4,4,2,2,4,5,"Male","65 or older","Single, not living with domestic partner","No",1,"Advanced Degree (Master's, PhD.D.)","Employed part time","High school or less","under $50,000",36,NA,NA,NA,"Does not describe","Does not describe","Does not describe at all","Does not describe","Does not describe","Not Somewhat does describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Does not describe","Does not describe","Neither does nor does not describe","Somewhat does describe well"
10840487,"yes","yes",5,6,6,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,"Female","55-64","Prefer not to say","No",1,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","$50,000 just under $75,000",44,"Somewhat Satisfied","Likely to purchase again","Likely to recommend","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Not Somewhat does describe","Not Somewhat does describe","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all"
10840490,"yes","no",NA,NA,NA,3,4,4,4,2,2,2,3,3,2,4,4,2,4,2,4,3,"Female","45-54","Married","No",2,"High school or less","Retired","High school or less","$50,000 just under $75,000",36,NA,NA,NA,"Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Does not describe","Does not describe","Does not describe","Not Somewhat does describe","Not Somewhat does describe","Does not describe","Neither does nor does not describe","Neither does nor does not describe","Does not describe","Neither does nor does not describe","Does not describe","Neither does nor does not describe","Not Somewhat does describe"
10840497,"yes","yes",6,7,6,1,4,3,6,5,4,6,7,4,6,7,7,5,1,2,7,7,"Male","65 or older","Married","No",2,"Graduated College/Bachelor's Degree","Retired","High school or less","$125,000 just under $150,000",38,"Satisfied","Extremely Likely to purchase again","Likely to recommend","Does not describe at all","Neither does nor does not describe","Not Somewhat does describe","Does describe well","Somewhat does describe well","Neither does nor does not describe","Does describe well","Describes extremely well","Neither does nor does not describe","Does describe well","Describes extremely well","Describes extremely well","Somewhat does describe well","Does not describe at all","Does not describe","Describes extremely well","Describes extremely well"
10840500,"yes","no",NA,NA,NA,2,4,2,2,3,2,1,4,2,3,4,3,6,2,1,6,6,"Female","25-34","Single, living with domestic partner","No",3,"Advanced Degree (Master's, PhD.D.)","Homemaker","Attended Graduate School","$50,000 just under $75,000",48,NA,NA,NA,"Does not describe","Neither does nor does not describe","Does not describe","Does not describe","Not Somewhat does describe","Does not describe","Does not describe at all","Neither does nor does not describe","Does not describe","Not Somewhat does describe","Neither does nor does not describe","Not Somewhat does describe","Does describe well","Does not describe","Does not describe at all","Does describe well","Does describe well"
10840501,"yes","no",NA,NA,NA,4,4,5,5,4,5,4,5,4,4,4,7,5,4,4,4,5,"Female","45-54","Single, not living with domestic partner","No",1,"Advanced Degree (Master's, PhD.D.)","Employed full-time (30+ hrs)","High school or less","$75,000 just under $100,000",27,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Describes extremely well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well"
10840513,"yes","yes",7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,"Female","55-64","Married","No",2,"Some college or Associate's Degree","Retired","High school or less","$75,000 just under $100,000",5,"Extremely Satisfied","Extremely Likely to purchase again","Extremely Likely to recommend","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well"
10840521,"yes","yes",5,6,6,4,3,4,4,4,4,5,4,4,4,5,5,4,3,4,4,5,"Female","25-34","Married","Yes",3,"Advanced Degree (Master's, PhD.D.)","Student","High school or less","$75,000 just under $100,000",5,"Somewhat Satisfied","Likely to purchase again","Likely to recommend","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well"
10840533,"yes","no",NA,NA,NA,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,"Female","25-34","Single, not living with domestic partner","No",1,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","under $50,000",44,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe"
10840543,"yes","no",NA,NA,NA,6,5,5,2,6,1,4,5,4,5,6,7,5,2,2,7,6,"Female","45-54","Single, not living with domestic partner","No",1,"Advanced Degree (Master's, PhD.D.)","Employed full-time (30+ hrs)","High school or less","$100,000 just under $125,000",2,NA,NA,NA,"Does describe well","Somewhat does describe well","Somewhat does describe well","Does not describe","Does describe well","Does not describe at all","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Does describe well","Describes extremely well","Somewhat does describe well","Does not describe","Does not describe","Describes extremely well","Does describe well"
10840601,"yes","no",NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Female","35-44","Married","No",2,"Some college or Associate's Degree","Homemaker","High school or less","under $50,000",14,NA,NA,NA,"Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe"
10840617,"yes","yes",6,7,6,6,5,6,6,6,6,6,6,6,6,6,6,3,4,5,5,6,"Male","35-44","Single, not living with domestic partner","No",1,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","under $50,000",5,"Satisfied","Extremely Likely to purchase again","Likely to recommend","Does describe well","Somewhat does describe well","Does describe well","Does describe well","Does describe well","Does describe well","Does describe well","Does describe well","Does describe well","Does describe well","Does describe well","Does describe well","Not Somewhat does describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Does describe well"
10840622,"yes","no",NA,NA,NA,4,4,3,3,5,4,5,5,3,4,6,4,6,4,4,4,5,"Female","35-44","Married","No",2,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","$75,000 just under $100,000",5,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Not Somewhat does describe","Neither does nor does not describe","Does describe well","Neither does nor does not describe","Does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well"
10840630,"yes","yes",6,6,4,4,4,4,4,4,4,2,6,5,5,6,4,6,5,3,4,5,"Female","35-44","Married","No",3,"Some college or Associate's Degree","Employed part time","High school or less","$100,000 just under $125,000",5,"Satisfied","Likely to purchase again","Neither Likely nor Unlikely to recommend","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Does not describe","Does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well","Neither does nor does not describe","Does describe well","Somewhat does describe well","Not Somewhat does describe","Neither does nor does not describe","Somewhat does describe well"
10840638,"yes","no",NA,NA,NA,4,4,4,4,4,3,3,5,4,5,5,4,5,2,2,5,5,"Male","45-54","Single, not living with domestic partner","No",3,"Graduated College/Bachelor's Degree","Employed part time","High school or less","under $50,000",25,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Somewhat does describe well","Does not describe","Does not describe","Somewhat does describe well","Somewhat does describe well"
10840641,"yes","yes",6,7,6,4,5,4,4,4,4,3,4,4,4,6,6,4,4,2,4,5,"Female","45-54","Married","No",2,"Some college or Associate's Degree","Employed full-time (30+ hrs)","Trade/Technical school","$50,000 just under $75,000",44,"Satisfied","Extremely Likely to purchase again","Likely to recommend","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Does describe well","Does describe well","Neither does nor does not describe","Neither does nor does not describe","Does not describe","Neither does nor does not describe","Somewhat does describe well"
10840663,"yes","yes",4,7,6,5,5,1,4,4,3,3,4,5,5,2,5,4,4,4,3,5,"Male","45-54","Married","No",2,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","Prefer not to say",39,"Neither Dissatisfied nor Satisfied","Extremely Likely to purchase again","Likely to recommend","Somewhat does describe well","Somewhat does describe well","Does not describe at all","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Somewhat does describe well"
10840696,"yes","no",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Female","55-64","Divorced","No",1,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","Prefer not to say",39,NA,NA,NA,"Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all"
10840726,"yes","no",NA,NA,NA,4,6,4,3,6,4,4,4,4,3,7,5,5,4,4,7,6,"Female","25-34","Married","Yes",3,"Some college or Associate's Degree","Employed full-time (30+ hrs)","High school or less","under $50,000",44,NA,NA,NA,"Neither does nor does not describe","Does describe well","Neither does nor does not describe","Not Somewhat does describe","Does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Describes extremely well","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Describes extremely well","Does describe well"
10840731,"yes","yes",6,5,6,6,5,5,5,5,6,6,5,6,6,5,6,5,5,7,6,5,"Female","25-34","Single, not living with domestic partner","Yes",3,"Some college or Associate's Degree","Employed full-time (30+ hrs)","Some college or Associate's Degree","$50,000 just under $75,000",48,"Satisfied","Somewhat Likely to purchase again","Likely to recommend","Does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well","Does describe well","Somewhat does describe well","Does describe well","Does describe well","Somewhat does describe well","Does describe well","Somewhat does describe well","Somewhat does describe well","Describes extremely well","Does describe well","Somewhat does describe well"
10840740,"yes","no",NA,NA,NA,2,3,4,4,4,3,5,5,3,4,5,4,3,4,3,4,4,"Male","55-64","Married","Yes",4,"Advanced Degree (Master's, PhD.D.)","Employed full-time (30+ hrs)","High school or less","$50,000 just under $75,000",50,NA,NA,NA,"Does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Somewhat does describe well","Somewhat does describe well","Not Somewhat does describe","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe"
10840756,"yes","no",NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,"Female","65 or older","Divorced","No",1,"High school or less","Retired","High school or less","under $50,000",44,NA,NA,NA,"Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe"
10840758,"yes","no",NA,NA,NA,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,3,"Female","65 or older","Divorced","No",1,"Some college or Associate's Degree","Not Currently Employed","High school or less","under $50,000",6,NA,NA,NA,"Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Neither does nor does not describe","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Not Somewhat does describe","Does not describe at all","Does not describe at all","Does not describe at all","Does not describe at all","Not Somewhat does describe"
10840768,"yes","no",NA,NA,NA,5,3,3,3,4,4,6,3,3,3,5,5,5,1,3,6,4,"Female","35-44","Single, not living with domestic partner","No",1,"Advanced Degree (Master's, PhD.D.)","Employed part time","High school or less","under $50,000",50,NA,NA,NA,"Somewhat does describe well","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Does describe well","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Does not describe at all","Not Somewhat does describe","Does describe well","Neither does nor does not describe"
10840794,"yes","no",NA,NA,NA,4,3,4,4,2,3,4,4,3,4,5,5,5,2,5,5,4,"Female","45-54","Single, not living with domestic partner","No",1,"Some college or Associate's Degree","Employed full-time (30+ hrs)","High school or less","under $50,000",31,NA,NA,NA,"Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Somewhat does describe well","Does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe"
10840796,"yes","no",NA,NA,NA,5,4,4,4,6,4,5,5,4,6,4,4,4,4,4,5,6,"Female","25-34","Single, not living with domestic partner","No",1,"Some college or Associate's Degree","Employed full-time (30+ hrs)","Trade/Technical school","under $50,000",18,NA,NA,NA,"Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Does describe well","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Does describe well","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Does describe well"
10840814,"yes","yes",6,7,2,3,3,3,2,5,3,5,6,2,4,6,5,2,3,2,6,6,"Male","45-54","Divorced","No",1,"Graduated College/Bachelor's Degree","Employed full-time (30+ hrs)","High school or less","$75,000 just under $100,000",48,"Satisfied","Extremely Likely to purchase again","Not Likely to recommend","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Does not describe","Somewhat does describe well","Not Somewhat does describe","Somewhat does describe well","Does describe well","Does not describe","Neither does nor does not describe","Does describe well","Somewhat does describe well","Does not describe","Not Somewhat does describe","Does not describe","Does describe well","Does describe well"
10840821,"yes","no",NA,NA,NA,4,5,4,4,3,3,5,3,4,4,5,7,4,6,5,5,6,"Female","35-44","Married","Yes",3,"Some college or Associate's Degree","Homemaker","Graduated College/Bachelor's Degree","$50,000 just under $75,000",29,NA,NA,NA,"Neither does nor does not describe","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Somewhat does describe well","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Somewhat does describe well","Describes extremely well","Neither does nor does not describe","Does describe well","Somewhat does describe well","Somewhat does describe well","Does describe well"
10840834,"yes","yes",5,5,5,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,3,3,"Male","55-64","Married","No",2,"Some college or Associate's Degree","Retired","High school or less","$175,000 just under $200,000",28,"Somewhat Satisfied","Somewhat Likely to purchase again","Somewhat Likely to recommend","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Not Somewhat does describe"
10840837,"yes","yes",4,7,5,1,3,4,4,3,4,4,1,4,5,5,4,4,3,3,4,4,"Female","55-64","Married","No",2,"Some college or Associate's Degree","Retired","High school or less","$125,000 just under $150,000",48,"Neither Dissatisfied nor Satisfied","Extremely Likely to purchase again","Somewhat Likely to recommend","Does not describe at all","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe","Does not describe at all","Neither does nor does not describe","Somewhat does describe well","Somewhat does describe well","Neither does nor does not describe","Neither does nor does not describe","Not Somewhat does describe","Not Somewhat does describe","Neither does nor does not describe","Neither does nor does not describe"
